measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,485,Male,15 to 19,All causes,Number,1990,685.1531941371012,768.1886750726775,605.532739236044
Deaths,485,Female,15 to 19,All causes,Number,1990,605.2167689294052,667.8865987258389,545.4841362373434
Deaths,485,Male,15 to 19,All causes,Rate,1990,160.0584513668898,179.45634748819703,141.45833854884995
Deaths,485,Female,15 to 19,All causes,Rate,1990,130.78181803055938,144.324196063048,117.8741414752016
Deaths,485,Male,20 to 24,All causes,Number,1990,1438.2047573383907,1612.5528522812242,1277.5790569971089
Deaths,485,Female,20 to 24,All causes,Number,1990,1227.1232353657513,1436.257398001393,1031.7662327940075
Deaths,485,Male,20 to 24,All causes,Rate,1990,400.86530087368203,449.4606772826394,356.0947149283847
Deaths,485,Female,20 to 24,All causes,Rate,1990,297.012018949219,347.6307001749492,249.72795156505958
Deaths,485,Male,25 to 29,All causes,Number,1990,2653.1552209974448,2912.823267074095,2411.726773476047
Deaths,485,Female,25 to 29,All causes,Number,1990,1897.9667411249961,2259.372115078375,1570.1773892383114
Deaths,485,Male,25 to 29,All causes,Rate,1990,872.0332260841888,957.3803486871661,792.6810546415272
Deaths,485,Female,25 to 29,All causes,Rate,1990,531.4401243218894,632.6354259584907,439.6574760048819
Deaths,485,Male,30 to 34,All causes,Number,1990,3141.2818155958453,3463.9215188657163,2841.4432878058224
Deaths,485,Female,30 to 34,All causes,Number,1990,1868.939653973803,2205.9563904034617,1560.9281496488663
Deaths,485,Male,30 to 34,All causes,Rate,1990,1296.2803740768193,1429.420773378234,1172.549100735918
Deaths,485,Female,30 to 34,All causes,Rate,1990,665.6785545586524,785.7171087685555,555.9710781559219
Deaths,485,Male,35 to 39,All causes,Number,1990,2696.527123087685,3039.5784662511805,2384.271225846247
Deaths,485,Female,35 to 39,All causes,Number,1990,1375.765831846242,1622.595162904789,1150.7099529928641
Deaths,485,Male,35 to 39,All causes,Rate,1990,1339.3103196790717,1509.696962611307,1184.2191500129427
Deaths,485,Female,35 to 39,All causes,Rate,1990,605.6853935241829,714.3528113760126,506.60380900386434
Deaths,485,Male,40 to 44,All causes,Number,1990,2064.004197732186,2375.97978292077,1785.4780990525585
Deaths,485,Female,40 to 44,All causes,Number,1990,1033.6353525201134,1216.3600161167944,870.3500425608863
