"","sim_id","HIV/TB_coinfection_Female","HIV/TB_coinfection_Male","TB_only_Female","TB_only_Male","total_mse","rank_total","rank_1","rank_2","rank_3","rank_4","b1_calib_id","b2_calib_id","m1_calib_id","m2_calib_id","m3_calib_id","m4_calib_id"
"689",689,58537.4741144557,530521.021453139,5763.79399199714,19369.9865032856,614192.276062877,924,945,940,1199,1687,6.4,8.8,"1-M","2-M","3-M","4-M"
"690",690,57747.2495232995,526025.636245749,5751.34603717733,19265.2917117732,608789.523517999,906,931,925,1189,1685,6.4,8.8,"1-M","2-M","3-M","4-H"
"691",691,136808.880691108,748802.516403252,5978.82713826226,20008.7035308996,911598.927763521,1536,1534,1550,1258,1724,6.4,8.8,"1-M","2-M","3-H","4-L"
"692",692,135778.953913434,743788.250207478,5965.80134827561,19897.0795936709,905430.085062858,1524,1524,1543,1248,1720,6.4,8.8,"1-M","2-M","3-H","4-M"
"693",693,133843.644321412,736844.856449354,5962.37876164471,19817.7196782089,896468.599210619,1507,1512,1532,1243,1718,6.4,8.8,"1-M","2-M","3-H","4-H"
"694",694,52151.4645532687,449365.250552806,5821.29429077522,19650.7222086666,526988.731605516,729,717,868,1230,1705,6.4,8.8,"1-M","2-H","3-L","4-L"
"695",695,50900.497859816,444951.901879764,5809.50830676689,19534.3975186753,521196.305565022,715,700,859,1219,1702,6.4,8.8,"1-M","2-H","3-L","4-M"
"696",696,49409.1155718703,439480.001556635,5804.88335743889,19440.2247613283,514134.225247273,692,677,845,1208,1700,6.4,8.8,"1-M","2-H","3-L","4-H"
"697",697,126320.004230579,678701.053981891,6046.4550405269,20235.4556383618,831302.968891358,1386,1363,1503,1285,1740,6.4,8.8,"1-M","2-H","3-M","4-L"
"698",698,124355.854769647,672327.96001072,6036.01197831268,20132.1748500608,822852.00160874,1368,1340,1490,1274,1738,6.4,8.8,"1-M","2-H","3-M","4-M"
"699",699,122297.160296185,665729.69097147,6032.76552229222,20053.8637124171,814113.480502364,1345,1314,1469,1265,1736,6.4,8.8,"1-M","2-H","3-M","4-H"
"700",700,225721.856548568,897415.036973484,6265.82790023882,20913.1327998507,1150315.85422214,1917,1884,2019,1334,1768,6.4,8.8,"1-M","2-H","3-H","4-L"
"701",701,223708.780078719,890366.313454835,6255.79178497133,20823.2410074984,1141154.12632602,1903,1867,2012,1330,1767,6.4,8.8,"1-M","2-H","3-H","4-M"
"702",702,220888.94874846,882262.574781849,6253.67120528187,20756.8306908665,1130162.02542646,1880,1852,2001,1324,1766,6.4,8.8,"1-M","2-H","3-H","4-H"
"703",703,21410.4500618552,198672.128998552,2962.33879996874,18521.1694439177,241566.087304293,95,119,396,1119,535,6.4,8.8,"1-H","2-L","3-L","4-L"
"704",704,21527.0276118601,195896.843710955,2923.79144535028,18121.8553005735,238469.518068739,91,118,401,1071,467,6.4,8.8,"1-H","2-L","3-L","4-M"
"705",705,21264.1522674514,193539.395100662,2889.25882757248,17784.8795128143,235477.6857085,85,111,391,1033,403,6.4,8.8,"1-H","2-L","3-L","4-H"
"706",706,18012.2833437963,374135.880610452,2924.00151495871,17042.5219047024,412114.687373909,452,498,293,943,468,6.4,8.8,"1-H","2-L","3-M","4-L"
"707",707,17752.9328177943,370963.783057884,2890.74492481861,16695.4364599306,408302.897260427,445,487,284,874,406,6.4,8.8,"1-H","2-L","3-M","4-M"
"708",708,17251.9202233032,366565.442476563,2860.91673364603,16380.3531119136,403058.632545426,435,477,262,809,372,6.4,8.8,"1-H","2-L","3-M","4-H"
"709",709,57975.4545012382,559750.44416289,2922.29625737974,15871.2163318477,636519.411253355,976,1021,929,719,464,6.4,8.8,"1-H","2-L","3-H","4-L"
"710",710,57467.902493822,555689.271541906,2891.53957037745,15549.1281100971,631597.841716203,968,1012,921,598,407,6.4,8.8,"1-H","2-L","3-H","4-M"
"711",711,56365.8546389127,549880.322362041,2864.00280994602,15257.1245616308,624367.304372531,953,998,903,511,376,6.4,8.8,"1-H","2-L","3-H","4-H"
"712",712,16999.5950329943,297677.634686691,2943.17784936026,17051.3533118225,334671.760880868,281,309,248,947,502,6.4,8.8,"1-H","2-M","3-L","4-L"
"713",713,16493.3710449726,293868.444760431,2907.02890610746,16675.7394357044,329944.584147216,269,300,225,871,433,6.4,8.8,"1-H","2-M","3-L","4-M"
"714",714,15960.0541476501,290689.618865531,2873.54213263954,16355.2741929477,325878.489338769,259,291,207,805,388,6.4,8.8,"1-H","2-M","3-L","4-H"
"715",715,49036.1076922394,496023.603564225,2935.50973300382,15789.3600193099,563784.581008778,808,851,840,690,485,6.4,8.8,"1-H","2-M","3-M","4-L"
"716",716,47880.9988332683,490807.155888486,2902.62919936307,15444.7699110883,557035.553832205,791,839,821,569,427,6.4,8.8,"1-H","2-M","3-M","4-M"
"717",717,47089.9567232402,486350.122405639,2870.90736672879,15146.0278032031,551457.014298811,779,826,808,487,385,6.4,8.8,"1-H","2-M","3-M","4-H"
"718",718,115972.167455623,696217.406114565,2950.5049900256,14804.1342590948,829944.212819308,1382,1403,1416,394,518,6.4,8.8,"1-H","2-M","3-H","4-L"
"719",719,114091.413947623,689734.42731242,2918.51461404785,14487.0028672872,821231.358741378,1367,1385,1406,263,457,6.4,8.8,"1-H","2-M","3-H","4-M"
"720",720,113024.23240299,684050.752068459,2888.46679043869,14208.4099091434,814171.861171031,1346,1377,1403,177,402,6.4,8.8,"1-H","2-M","3-H","4-H"
"721",721,43338.4556941084,413396.891320816,2954.47696814169,15722.8477234912,475412.671706557,607,612,756,665,527,6.4,8.8,"1-H","2-H","3-L","4-L"
"722",722,42202.3764381722,409350.416864617,2915.09162535791,15370.9856232969,469838.870551444,588,599,744,538,450,6.4,8.8,"1-H","2-H","3-L","4-M"
"723",723,40991.2040160749,404519.088948598,2887.75026068618,15074.8257645323,463472.868989892,568,581,734,470,400,6.4,8.8,"1-H","2-H","3-L","4-H"
"724",724,106640.923315339,627926.739548169,2970.01542783265,14666.7359275998,752204.41421894,1226,1225,1366,342,548,6.4,8.8,"1-H","2-H","3-M","4-L"
"725",725,105263.853840734,622904.214012114,2933.52789175168,14345.5047949343,745447.100539534,1210,1206,1356,213,483,6.4,8.8,"1-H","2-H","3-M","4-M"
"726",726,103315.102542328,616438.068554097,2908.71220915576,14074.7205030701,736736.603808651,1189,1183,1333,152,436,6.4,8.8,"1-H","2-H","3-M","4-H"
"727",727,195624.366228169,834828.715536276,3007.5617455917,13889.389274586,1047350.03278462,1760,1747,1894,116,591,6.4,8.8,"1-H","2-H","3-H","4-L"
"728",728,193794.573452006,828079.890543596,2974.33720195809,13595.9036880566,1038444.70488562,1744,1735,1877,62,553,6.4,8.8,"1-H","2-H","3-H","4-M"
"729",729,190939.554294992,819631.220729893,2950.90120986839,13343.3530746452,1026865.0293094,1723,1710,1851,29,520,6.4,8.8,"1-H","2-H","3-H","4-H"
"730",730,13314.4620264831,319305.97999456,11083.7528256132,38791.8330699529,382496.027916609,387,358,94,2324,2431,6.4,9.2,"1-L","2-L","3-L","4-L"
"731",731,12972.620768089,315463.243250687,11090.5042888651,38808.411550782,378334.779858423,378,347,74,2326,2432,6.4,9.2,"1-L","2-L","3-L","4-M"
"732",732,12681.7895969744,312106.784377094,11095.2578789289,38819.5152935836,374703.347146581,374,337,58,2328,2433,6.4,9.2,"1-L","2-L","3-L","4-H"
"733",733,55297.1917801716,564693.485846037,11376.7599041556,40108.2047712336,671475.642301598,1049,1035,894,2374,2470,6.4,9.2,"1-L","2-L","3-M","4-L"
"734",734,54428.5950773009,559963.185231494,11380.6114378873,40115.8931750404,665888.284921723,1030,1022,886,2375,2471,6.4,9.2,"1-L","2-L","3-M","4-M"
"735",735,53439.4739818313,554603.389593681,11387.5459405792,40137.9741510898,659568.383667181,1016,1009,874,2376,2472,6.4,9.2,"1-L","2-L","3-M","4-H"
"736",736,145346.007618576,818023.571744586,11661.8024611214,41388.5284482561,1016419.91027254,1706,1707,1620,2429,2512,6.4,9.2,"1-L","2-L","3-H","4-L"
"737",737,144645.738825254,813182.612338772,11663.0446261086,41404.9428342883,1010896.33862442,1695,1697,1611,2430,2513,6.4,9.2,"1-L","2-L","3-H","4-M"
"738",738,142733.412904324,805821.316820384,11670.4456544087,41432.3025358964,1001657.47791501,1686,1674,1590,2431,2514,6.4,9.2,"1-L","2-L","3-H","4-H"
"739",739,41329.7807272447,462901.809322612,11411.0282427942,40284.9192348462,555927.537527497,788,744,738,2387,2480,6.4,9.2,"1-L","2-M","3-L","4-L"
"740",740,40264.2490361393,457893.729057288,11418.3631564905,40307.7249325197,549884.066182437,773,736,725,2388,2483,6.4,9.2,"1-L","2-M","3-L","4-M"
"741",741,39300.2244883515,453278.975352422,11422.6820807836,40321.7066005799,544323.588522137,760,726,713,2390,2484,6.4,9.2,"1-L","2-M","3-L","4-H"
"742",742,124960.952422961,734290.2059197,11725.4969182094,41684.432029895,912661.087290765,1538,1509,1493,2444,2523,6.4,9.2,"1-L","2-M","3-M","4-L"
"743",743,123850.79106854,729289.184247032,11727.4096566268,41703.9400899192,906571.325062119,1527,1499,1484,2445,2524,6.4,9.2,"1-L","2-M","3-M","4-M"
"744",744,121533.975701929,721208.070781578,11737.3037411007,41729.3017680466,896208.651992655,1505,1470,1458,2446,2527,6.4,9.2,"1-L","2-M","3-M","4-H"
"745",745,246773.859889196,1004057.60033988,12010.9508135164,42993.3077008047,1305835.7187434,2115,2089,2099,2490,2560,6.4,9.2,"1-L","2-M","3-H","4-L"
"746",746,245162.561685133,997533.525847389,12013.0282000538,43017.355818779,1297726.47155135,2103,2077,2082,2491,2561,6.4,9.2,"1-L","2-M","3-H","4-M"
"747",747,241758.032105597,985993.736369576,12017.777920569,43037.136491798,1282806.68288754,2085,2059,2056,2493,2562,6.4,9.2,"1-L","2-M","3-H","4-H"
"748",748,108026.682726097,625153.75597338,11791.0747280337,41980.607711217,786952.121138727,1289,1215,1373,2455,2533,6.4,9.2,"1-L","2-H","3-L","4-L"
"749",749,106152.96422876,618096.197935498,11793.7568078014,42001.6641177293,778044.583089789,1271,1189,1364,2456,2534,6.4,9.2,"1-L","2-H","3-L","4-M"
"750",750,104989.190285082,614337.377265045,11797.5188348018,42022.1005108481,773146.186895777,1264,1174,1353,2457,2535,6.4,9.2,"1-L","2-H","3-L","4-H"
"751",751,229703.871712225,918255.391925995,12097.5283427162,43410.2474311279,1203467.03941206,1980,1923,2027,2510,2578,6.4,9.2,"1-L","2-H","3-M","4-L"
"752",752,226918.797789713,908810.280047163,12100.4326944469,43435.7481282458,1191265.25865957,1968,1904,2023,2513,2579,6.4,9.2,"1-L","2-H","3-M","4-M"
"753",753,223725.259123064,900535.685430803,12109.1944542801,43474.2930404653,1179844.43204861,1954,1889,2013,2515,2580,6.4,9.2,"1-L","2-H","3-M","4-H"
"754",754,376515.695733126,1193911.13168351,12387.1793111205,44834.2903232947,1627648.29705105,2435,2378,2456,2560,2614,6.4,9.2,"1-L","2-H","3-H","4-L"
"755",755,373928.310587792,1185924.24162555,12390.1865678633,44866.3193553146,1617109.05813652,2425,2361,2451,2562,2615,6.4,9.2,"1-L","2-H","3-H","4-M"
"756",756,369622.75011448,1173102.97548693,12395.6208243599,44892.2813748068,1600013.62780058,2407,2349,2441,2563,2618,6.4,9.2,"1-L","2-H","3-H","4-H"
"757",757,13137.529911247,293060.166218509,4545.68118913639,16807.1179671694,327550.495286062,263,298,83,897,1411,6.4,9.2,"1-M","2-L","3-L","4-L"
"758",758,12853.284403703,289837.602779791,4532.90776432938,16643.0379039853,323866.832851809,252,289,69,861,1403,6.4,9.2,"1-M","2-L","3-L","4-M"
"759",759,12595.7693345075,286524.906101297,4519.19568593763,16478.1076072002,320117.978728942,245,278,56,830,1391,6.4,9.2,"1-M","2-L","3-L","4-H"
"760",760,45008.7729310025,524737.489495286,4703.26702629575,16844.9539810023,591294.483433587,860,927,774,909,1445,6.4,9.2,"1-M","2-L","3-M","4-L"
"761",761,44572.5315714366,521390.829283972,4684.03127186436,16669.0102074158,587316.402334689,858,916,768,867,1439,6.4,9.2,"1-M","2-L","3-M","4-M"
"762",762,43168.2375007026,514504.919986524,4681.90667114105,16551.1752397308,578906.239398099,843,893,755,844,1438,6.4,9.2,"1-M","2-L","3-M","4-H"
"763",763,123558.716282139,763322.705098832,4872.67475401314,16982.0976578105,908736.193792794,1532,1574,1480,932,1493,6.4,9.2,"1-M","2-L","3-H","4-L"
"764",764,122585.206219024,757776.440209416,4856.06065128099,16821.8472220749,902039.554301796,1517,1556,1473,902,1490,6.4,9.2,"1-M","2-L","3-H","4-M"
"765",765,121032.947953113,751224.586041134,4848.12362265769,16697.3029921635,893802.960609069,1495,1539,1455,875,1487,6.4,9.2,"1-M","2-L","3-H","4-H"
"766",766,33957.1927287142,427680.904714876,4727.57242706863,16923.7569664463,483289.426837105,624,640,628,916,1465,6.4,9.2,"1-M","2-M","3-L","4-L"
"767",767,32884.3984830219,422527.548137661,4717.0675548343,16770.1669131968,476899.181088714,611,631,614,885,1454,6.4,9.2,"1-M","2-M","3-L","4-M"
"768",768,32108.7039571189,418330.994111537,4704.23932178648,16619.022842983,471762.960233426,592,623,603,857,1447,6.4,9.2,"1-M","2-M","3-L","4-H"
"769",769,105747.201033796,683051.783862912,4914.97971553595,17086.6404438878,810800.605056131,1339,1375,1360,957,1509,6.4,9.2,"1-M","2-M","3-M","4-L"
"770",770,104646.395315262,678064.90058877,4898.94133575062,16930.5371650424,804540.774404825,1324,1362,1348,921,1501,6.4,9.2,"1-M","2-M","3-M","4-M"
"771",771,102787.64704829,671234.085259771,4890.56491429418,16800.5015213857,795712.798743741,1306,1338,1327,894,1498,6.4,9.2,"1-M","2-M","3-M","4-H"
"772",772,214854.757931029,937616.323567317,5090.82304882771,17331.1252663174,1174893.02981349,1948,1962,1950,982,1550,6.4,9.2,"1-M","2-M","3-H","4-L"
"773",773,213246.812457941,931113.173947774,5076.65857121212,17191.2918416932,1166627.93681862,1938,1950,1935,969,1546,6.4,9.2,"1-M","2-M","3-H","4-M"
"774",774,210504.579589075,922505.011900029,5069.56404094142,17074.6845175897,1155153.84004764,1927,1933,1921,955,1545,6.4,9.2,"1-M","2-M","3-H","4-H"
"775",775,91567.6357689605,579324.242394606,4959.41028117416,17203.2018278633,693054.490272604,1102,1084,1243,970,1527,6.4,9.2,"1-M","2-H","3-L","4-L"
"776",776,89757.7866098535,572378.864366021,4946.78846079376,17061.2428775003,684144.682314169,1083,1058,1235,949,1525,6.4,9.2,"1-M","2-H","3-L","4-M"
"777",777,88614.7619820924,568627.580327346,4935.00270410882,16928.9667406949,679106.311754242,1068,1049,1230,920,1520,6.4,9.2,"1-M","2-H","3-L","4-H"
"778",778,199045.033266545,854076.573131847,5152.15296227791,17496.918971929,1075770.6783326,1806,1789,1905,1004,1575,6.4,9.2,"1-M","2-H","3-M","4-L"
"779",779,196889.001613039,847380.076145414,5138.30584561072,17358.0113492419,1066765.39495331,1797,1774,1899,987,1571,6.4,9.2,"1-M","2-H","3-M","4-M"
"780",780,193954.642857231,837307.719490507,5131.11387128664,17247.4794831975,1053640.95570222,1775,1752,1881,979,1568,6.4,9.2,"1-M","2-H","3-M","4-H"
"781",781,332801.024465885,1115083.3384792,5341.79485088362,17900.0399699151,1471126.19776589,2292,2268,2353,1049,1611,6.4,9.2,"1-M","2-H","3-H","4-L"
"782",782,330234.23355274,1107144.5451205,5329.10021695993,17775.7769999887,1460483.65589018,2282,2260,2348,1030,1607,6.4,9.2,"1-M","2-H","3-H","4-M"
"783",783,326087.421112846,1094562.92712128,5322.92784163378,17677.2295425661,1443650.50561832,2260,2237,2336,1020,1605,6.4,9.2,"1-M","2-H","3-H","4-H"
"784",784,14036.0257449939,270782.876781633,3026.24892147817,22714.1318978336,310559.283345939,233,252,127,1469,600,6.4,9.2,"1-H","2-L","3-L","4-L"
"785",785,13779.5355700798,266927.163230901,2984.55251208286,22278.5645581677,305969.815871232,223,243,115,1440,567,6.4,9.2,"1-H","2-L","3-L","4-M"
"786",786,13571.505570175,263789.351546551,2943.41177084645,21867.8556236961,302172.124511268,213,233,104,1408,504,6.4,9.2,"1-H","2-L","3-L","4-H"
"787",787,36675.1946836747,488193.874231403,2909.77475547939,20637.4193698789,548416.263040436,768,832,665,1310,439,6.4,9.2,"1-H","2-L","3-M","4-L"
"788",788,36227.8374368922,484828.205898637,2862.39420268643,20201.0932177496,544119.530755965,759,818,661,1282,373,6.4,9.2,"1-H","2-L","3-M","4-M"
"789",789,35285.2682012657,479380.865149417,2825.45096944178,19813.5168829562,537305.10120308,746,796,651,1242,345,6.4,9.2,"1-H","2-L","3-M","4-H"
"790",790,104917.196429667,713210.735313596,2832.97346807785,18903.6568359632,839864.562047303,1403,1444,1351,1161,353,6.4,9.2,"1-H","2-L","3-H","4-L"
"791",791,104341.63558108,708921.350632973,2787.98392086909,18493.9788009151,834544.948935837,1393,1431,1344,1115,311,6.4,9.2,"1-H","2-L","3-H","4-M"
"792",792,102870.867010911,702455.064527462,2755.43944328739,18145.486653051,826226.857634712,1375,1417,1329,1075,250,6.4,9.2,"1-H","2-L","3-H","4-H"
"793",793,28170.7444648401,394821.513413606,2921.8873683945,20564.0721350274,446478.217381868,533,547,535,1308,463,6.4,9.2,"1-H","2-M","3-L","4-L"
"794",794,27450.6358757073,391132.877941805,2874.33860733846,20117.3829571,441575.235381951,520,542,520,1273,390,6.4,9.2,"1-H","2-M","3-L","4-M"
"795",795,26455.0603694031,385627.603603894,2842.16397353191,19755.0903345355,434679.918281364,501,529,497,1238,358,6.4,9.2,"1-H","2-M","3-L","4-H"
"796",796,89773.8517144117,637344.540611095,2830.69373846295,18704.111345417,748653.197409387,1216,1250,1236,1136,349,6.4,9.2,"1-H","2-M","3-M","4-L"
"797",797,88450.7198871082,631731.933570322,2783.9741444291,18273.5449393883,741240.172541247,1199,1240,1229,1089,307,6.4,9.2,"1-H","2-M","3-M","4-M"
"798",798,86927.2366298424,625664.12589229,2750.86071364271,17920.2398602874,733262.463096062,1182,1219,1213,1052,246,6.4,9.2,"1-H","2-M","3-M","4-H"
"799",799,187087.982116411,877136.314566782,2773.58293270719,17162.1429787376,1084160.02259464,1818,1840,1814,964,286,6.4,9.2,"1-H","2-M","3-H","4-L"
"800",800,185709.402738621,871051.113104289,2731.59760678529,16774.6646324909,1076266.77808219,1807,1829,1806,887,200,6.4,9.2,"1-H","2-M","3-H","4-M"
"801",801,183088.334187544,862585.574521579,2698.93032325013,16432.3457003047,1064805.18473268,1796,1809,1795,819,141,6.4,9.2,"1-H","2-M","3-H","4-H"
"802",802,77637.5463354599,537558.784825971,2831.69780641449,18510.7937482395,636538.822716085,978,967,1119,1118,351,6.4,9.2,"1-H","2-H","3-L","4-L"
"803",803,76037.6973062615,532380.580928809,2788.06313782091,18092.2217239098,629298.563096802,961,951,1111,1066,313,6.4,9.2,"1-H","2-H","3-L","4-M"
"804",804,74337.7418065705,525188.729313528,2757.76190077761,17754.42373291,620038.656753786,939,929,1102,1027,259,6.4,9.2,"1-H","2-H","3-L","4-H"
"805",805,173365.903193803,797268.354389134,2771.82675802257,16866.2056300128,990272.289970972,1673,1658,1778,911,283,6.4,9.2,"1-H","2-H","3-M","4-L"
"806",806,171248.193981475,790628.294611989,2731.05909103615,16478.5671248583,981086.114809358,1658,1645,1770,831,197,6.4,9.2,"1-H","2-H","3-M","4-M"
"807",807,168430.128649461,780744.463447884,2702.95758803051,16165.9627289474,968043.512414323,1634,1625,1752,783,149,6.4,9.2,"1-H","2-H","3-M","4-H"
"808",808,294448.62171944,1043410.88635506,2744.63523512286,15561.0717473055,1356165.21505693,2174,2159,2247,604,229,6.4,9.2,"1-H","2-H","3-H","4-L"
"809",809,292179.679840288,1035974.04724902,2704.95408236355,15199.2688306902,1346057.95000237,2162,2146,2242,502,151,6.4,9.2,"1-H","2-H","3-H","4-M"
"810",810,288480.791245007,1026112.62276291,2674.56045665674,14880.7584945779,1332148.73295915,2143,2121,2232,422,114,6.4,9.2,"1-H","2-H","3-H","4-H"
"811",811,21859.2406572226,411073.361977951,9984.08881341642,34028.3170869765,476945.008535567,612,603,413,2113,2273,6.4,9.6,"1-L","2-L","3-L","4-L"
"812",812,21483.5896504896,407880.017418105,9981.68880352867,34016.3462336886,473361.642105812,597,595,400,2111,2272,6.4,9.6,"1-L","2-L","3-L","4-M"
"813",813,20630.8084991979,401737.393980104,9986.71066308577,34016.4240754595,466371.337217848,577,568,365,2112,2274,6.4,9.6,"1-L","2-L","3-L","4-H"
"814",814,95952.3565113156,705122.081036007,10262.9995662706,35212.7566815632,846550.193795156,1411,1425,1275,2167,2311,6.4,9.6,"1-L","2-L","3-M","4-L"
"815",815,94684.5344385616,699121.095167752,10265.8255499249,35209.580111135,839281.035267374,1400,1407,1266,2166,2313,6.4,9.6,"1-L","2-L","3-M","4-M"
"816",816,93943.2843640466,694422.671429066,10264.7710283888,35206.8871319363,833837.613953438,1392,1396,1257,2165,2312,6.4,9.6,"1-L","2-L","3-M","4-H"
"817",817,220122.45883034,1002583.54707577,10537.0686354686,36383.059264094,1269626.13380568,2071,2085,1997,2216,2350,6.4,9.6,"1-L","2-L","3-H","4-L"
"818",818,217879.660704952,994393.051078237,10542.3662961747,36392.2458104565,1259207.32388982,2064,2072,1980,2218,2352,6.4,9.6,"1-L","2-L","3-H","4-M"
"819",819,217442.842731093,989292.602444077,10539.2742409233,36387.568607717,1253662.28802381,2055,2063,1972,2217,2351,6.4,9.6,"1-L","2-L","3-H","4-H"
"820",820,73209.2287994229,584818.988694256,10298.1772354391,35389.3166659152,703715.711395033,1125,1103,1089,2178,2320,6.4,9.6,"1-L","2-M","3-L","4-L"
"821",821,72489.4789039922,580788.807181056,10295.6850871017,35381.7296657421,698955.700837892,1114,1091,1084,2177,2318,6.4,9.6,"1-L","2-M","3-L","4-M"
"822",822,70766.6639325081,574716.105238579,10304.1817043759,35397.5137048374,691184.4645803,1100,1070,1056,2179,2322,6.4,9.6,"1-L","2-M","3-L","4-H"
"823",823,192867.657879261,906616.920589298,10600.6256569914,36666.8751612105,1146752.07928676,1911,1899,1872,2234,2362,6.4,9.6,"1-L","2-M","3-M","4-L"
"824",824,190737.761958404,899367.368653692,10606.3965100043,36678.3887508724,1137389.91587297,1897,1887,1847,2236,2366,6.4,9.6,"1-L","2-M","3-M","4-M"
"825",825,189771.606979402,894099.941554204,10604.2823919648,36676.9095085839,1131152.74043415,1885,1877,1840,2235,2364,6.4,9.6,"1-L","2-M","3-M","4-H"
"826",826,352313.577743323,1223244.38718407,10876.3558104096,37872.3039114095,1624306.62464922,2430,2421,2407,2285,2399,6.4,9.6,"1-L","2-M","3-H","4-L"
"827",827,348781.781507924,1211235.00455478,10877.1418545178,37879.7826161529,1608773.71053338,2417,2409,2402,2287,2400,6.4,9.6,"1-L","2-M","3-H","4-M"
"828",828,347888.079328408,1206583.2025675,10879.538016425,37888.548676405,1603239.36858873,2412,2400,2398,2290,2401,6.4,9.6,"1-L","2-M","3-H","4-H"
"829",829,169520.154532403,780802.044178404,10660.2086411729,36946.9318498893,997929.339201869,1680,1626,1760,2249,2373,6.4,9.6,"1-L","2-H","3-L","4-L"
"830",830,167136.806638786,774005.74666821,10666.6226522885,36960.7380163233,988769.913975607,1671,1609,1736,2250,2374,6.4,9.6,"1-L","2-H","3-L","4-M"
"831",831,165704.965400898,769074.957168662,10673.1009735253,36974.7890078634,982427.812550949,1662,1589,1721,2251,2376,6.4,9.6,"1-L","2-H","3-L","4-H"
"832",832,331656.360280819,1126797.07122506,10956.4880573374,38264.5479107887,1507674.46747401,2332,2285,2351,2307,2416,6.4,9.6,"1-L","2-H","3-M","4-L"
"833",833,328021.51796068,1117229.42755163,10963.2364303375,38283.9289524631,1494498.11089511,2316,2270,2341,2308,2417,6.4,9.6,"1-L","2-H","3-M","4-M"
"834",834,324895.622876932,1108867.69592113,10969.5258359729,38302.6022723007,1483035.44690633,2305,2261,2331,2309,2418,6.4,9.6,"1-L","2-H","3-M","4-H"
"835",835,516620.446975231,1447501.56075052,11244.0914450251,39599.3236738848,2014965.42284466,2665,2641,2682,2359,2458,6.4,9.6,"1-L","2-H","3-H","4-L"
"836",836,512007.016592701,1433866.43845148,11245.6886372877,39614.2788031476,1996733.42248461,2659,2628,2674,2360,2459,6.4,9.6,"1-L","2-H","3-H","4-M"
"837",837,509285.768208892,1425600.58125712,11250.8058941525,39629.7859086723,1985766.94126884,2654,2616,2670,2361,2460,6.4,9.6,"1-L","2-H","3-H","4-H"
"838",838,18328.8101027916,381127.873594222,3914.32271944791,16123.2556977461,419494.262114208,465,518,305,778,1162,6.4,9.6,"1-M","2-L","3-L","4-L"
"839",839,17880.0944723614,377318.453348776,3897.45503116494,15918.176741643,415014.179593945,459,505,288,730,1158,6.4,9.6,"1-M","2-L","3-L","4-M"
"840",840,17490.1587624914,374132.315275865,3878.54868466299,15717.991082455,411219.013805474,451,497,270,664,1148,6.4,9.6,"1-M","2-L","3-L","4-H"
"841",841,80619.5590716452,658954.59608306,4030.72426448457,15811.5289659963,759416.408385186,1239,1297,1147,700,1222,6.4,9.6,"1-M","2-L","3-M","4-L"
"842",842,79385.8949285438,652914.079775748,4015.61077806789,15621.0686835138,751936.654165874,1224,1285,1135,625,1213,6.4,9.6,"1-M","2-L","3-M","4-M"
"843",843,78236.7141999591,647342.980772855,4000.77442794583,15435.9939143711,745016.463315131,1207,1272,1126,565,1201,6.4,9.6,"1-M","2-L","3-M","4-H"
"844",844,191491.579070083,940203.306109211,4161.66130751447,15634.4601199479,1151491.00660676,1919,1966,1855,630,1266,6.4,9.6,"1-M","2-L","3-H","4-L"
"845",845,189830.939365266,932901.63941229,4146.80678369258,15458.4681859384,1142337.85374719,1905,1954,1842,574,1257,6.4,9.6,"1-M","2-L","3-H","4-M"
"846",846,187899.004591942,925531.550558228,4134.92907487727,15296.921107184,1132862.40533223,1889,1937,1819,521,1251,6.4,9.6,"1-M","2-L","3-H","4-H"
"847",847,61204.0092567758,543934.3451741,4051.38126377741,15860.0055485893,625049.741243243,955,982,967,713,1233,6.4,9.6,"1-M","2-M","3-L","4-L"
"848",848,60097.557071702,539003.570450221,4035.4455374554,15667.4827480349,618804.055807413,937,971,957,645,1224,6.4,9.6,"1-M","2-M","3-L","4-M"
"849",849,59302.3799285798,534961.377301528,4017.25663787887,15481.2610786855,613762.274946672,921,963,950,579,1214,6.4,9.6,"1-M","2-M","3-L","4-H"
"850",850,167550.848583087,848590.965474184,4194.98359467225,15675.3432576958,1036012.14090964,1738,1776,1742,648,1287,6.4,9.6,"1-M","2-M","3-M","4-L"
"851",851,165227.917583514,840771.593339585,4182.01668510342,15499.6385986529,1025681.16620686,1721,1761,1718,584,1280,6.4,9.6,"1-M","2-M","3-M","4-M"
"852",852,164516.903095358,835861.769369124,4164.03230042756,15331.686539158,1019874.39130407,1708,1751,1710,527,1269,6.4,9.6,"1-M","2-M","3-M","4-H"
"853",853,312245.379128773,1147783.17787402,4334.39472605051,15614.0103283607,1479976.9620572,2299,2319,2312,624,1328,6.4,9.6,"1-M","2-M","3-H","4-L"
"854",854,309172.993041686,1136697.91886496,4319.73015534798,15453.4826598416,1465644.12472184,2287,2305,2294,573,1319,6.4,9.6,"1-M","2-M","3-H","4-M"
"855",855,308236.762374122,1131988.20832146,4305.51202680527,15297.932678858,1459828.41540125,2281,2295,2289,522,1315,6.4,9.6,"1-M","2-M","3-H","4-H"
"856",856,146034.926194233,726608.108057973,4235.93019771623,15745.1619001992,892624.126350121,1494,1492,1627,673,1303,6.4,9.6,"1-M","2-H","3-L","4-L"
"857",857,144696.753544618,721147.711478847,4216.79498591481,15562.8898477309,885624.149857111,1482,1469,1613,605,1299,6.4,9.6,"1-M","2-H","3-L","4-M"
